id,name,name_aliases,region,location_type,scene_tags,rest_quality,wifi_quality,hazard_tags,npc_tags,loot_tags,flavor_text,mechanical_hooks,quest_hooks,version,is_active
location_the_gentrified_neighborhood,The Gentrified Neighborhood,,city,urban,street;public;chaos,0,2,traffic;embarrassment,tourist;creator,viral_clip;street_food,The Gentrified Neighborhood is where tonight's problem puts on clean shoes and pretends to be normal.,This location is tuned for quests about defend the store from a horde of karens. Use one hazard from traffic;embarrassment and one pressure NPC from tourist;creator.,The Karen Uprising: Defend the store from a horde of Karens.,1.0,true
location_airport,Airport,,city,transit,travel;bureaucracy;queue,0,1,queue;panic;delay,bureaucrat;traveler,lost_luggage;transit_card,Airport is where tonight's problem puts on clean shoes and pretends to be normal.,This location is tuned for quests about find your bag in the labyrinth of lost and found. Use one hazard from queue;panic;delay and one pressure NPC from bureaucrat;traveler.,The Lost Luggage: Find your bag in the labyrinth of lost and found.,1.0,true
location_the_coffee_shop,The Coffee Shop,,city,cafe,cafe;social;wifi,1,3,queue;guilt_tip,barista;digital_nomad,free_coffee;wifi_password,The Coffee Shop is where tonight's problem puts on clean shoes and pretends to be normal.,This location is tuned for quests about survive a date with someone your mom set you up with. Use one hazard from queue;guilt_tip and one pressure NPC from barista;digital_nomad.,The Tinder Date from Hell: Survive a date with someone your mom set you up with.,1.0,true
location_the_tech_conference,The Tech Conference,,city,office,office;pressure;networking,1,4,deadline;interruptions,corporate_drone;founder,lanyard;charger,The Tech Conference is where tonight's problem puts on clean shoes and pretends to be normal.,This location is tuned for quests about collect 10 business cards. Use one hazard from deadline;interruptions and one pressure NPC from corporate_drone;founder.,The Networking Event: Collect 10 business cards.,1.0,true
location_the_farmer_s_market,The Farmer's Market,,city,market,market;food;crowd,1,2,crowd;temptation,vendor;hipster,fresh_bread;rare_ingredient,The Farmer's Market is where tonight's problem puts on clean shoes and pretends to be normal.,This location is tuned for quests about retrieve the ancient yeast culture. Use one hazard from crowd;temptation and one pressure NPC from vendor;hipster.,The Sourdough Starter: Retrieve the ancient yeast culture.,1.0,true
location_the_old_neighborhood,The Old Neighborhood,,city,urban,street;public;chaos,0,2,traffic;embarrassment,tourist;creator,viral_clip;street_food,The Old Neighborhood is where tonight's problem puts on clean shoes and pretends to be normal.,This location is tuned for quests about decide whether to open a coffee shop or a community center. Use one hazard from traffic;embarrassment and one pressure NPC from tourist;creator.,The Gentle Gentrification: Decide whether to open a coffee shop or a community center.,1.0,true
location_twitter,Twitter,,digital,digital,online;algorithm;exposure,0,5,spam;visibility;scam,moderator;creator,admin_access;receipts,Twitter is where tonight's problem puts on clean shoes and pretends to be normal.,This location is tuned for quests about survive being cancelled for 24 hours. Use one hazard from spam;visibility;scam and one pressure NPC from moderator;creator.,The Cancel Culture Mob: Survive being cancelled for 24 hours.,1.0,true
location_corporate_hq,Corporate HQ,,city,office,office;pressure;networking,1,4,deadline;interruptions,corporate_drone;founder,lanyard;charger,Corporate HQ is where tonight's problem puts on clean shoes and pretends to be normal.,This location is tuned for quests about do menial tasks for 'exposure'. Use one hazard from deadline;interruptions and one pressure NPC from corporate_drone;founder.,The Unpaid Intern: Do menial tasks for 'exposure'.,1.0,true
location_the_coworking_space,The Coworking Space,,city,office,office;pressure;networking,1,4,deadline;interruptions,corporate_drone;founder,lanyard;charger,The Coworking Space is where tonight's problem puts on clean shoes and pretends to be normal.,This location is tuned for quests about build a working app in 48 hours. Use one hazard from deadline;interruptions and one pressure NPC from corporate_drone;founder.,The Hackathon: Build a working app in 48 hours.,1.0,true
location_facebook,Facebook,,digital,digital,online;algorithm;exposure,0,5,spam;visibility;scam,moderator;creator,admin_access;receipts,Facebook is where tonight's problem puts on clean shoes and pretends to be normal.,This location is tuned for quests about uncover the truth about the essential oils. Use one hazard from spam;visibility;scam and one pressure NPC from moderator;creator.,The Pyramid Scheme: Uncover the truth about the essential oils.,1.0,true
location_upwork,Upwork,,digital,digital,online;algorithm;exposure,0,5,spam;visibility;scam,moderator;creator,admin_access;receipts,Upwork is where tonight's problem puts on clean shoes and pretends to be normal.,This location is tuned for quests about find out why the client stopped replying. Use one hazard from spam;visibility;scam and one pressure NPC from moderator;creator.,The Ghosted Client: Find out why the client stopped replying.,1.0,true
location_the_street,The Street,,city,urban,street;public;chaos,0,2,traffic;embarrassment,tourist;creator,viral_clip;street_food,The Street is where tonight's problem puts on clean shoes and pretends to be normal.,This location is tuned for quests about film a video that gets 1m views. Use one hazard from traffic;embarrassment and one pressure NPC from tourist;creator.,The Viral Video: Film a video that gets 1M views.,1.0,true
location_apartment_complex,Apartment Complex,,city,residential,home;noise;awkwardness,1,2,noise;neighbors,tenant;cultist,sleep;spare_key,Apartment Complex is where tonight's problem puts on clean shoes and pretends to be normal.,This location is tuned for quests about stop the party upstairs. Use one hazard from noise;neighbors and one pressure NPC from tenant;cultist.,The Noise Complaint: Stop the party upstairs.,1.0,true
location_the_office,The Office,,city,office,office;pressure;networking,1,4,deadline;interruptions,corporate_drone;founder,lanyard;charger,The Office is where tonight's problem puts on clean shoes and pretends to be normal.,This location is tuned for quests about defeat the auditor using receipts. Use one hazard from deadline;interruptions and one pressure NPC from corporate_drone;founder.,The Tax Audit: Defeat the Auditor using receipts.,1.0,true
location_the_clinic,The Clinic,,city,office,office;pressure;networking,1,4,deadline;interruptions,corporate_drone;founder,lanyard;charger,The Clinic is where tonight's problem puts on clean shoes and pretends to be normal.,This location is tuned for quests about recover from burnout. Use one hazard from deadline;interruptions and one pressure NPC from corporate_drone;founder.,The Burnout: Recover from burnout.,1.0,true
location_global,Global,,global,global,journey;identity;long_arc,0,0,fomo;rootlessness,everyone;no_one,inner_peace;passport_stamp,Global is where tonight's problem puts on clean shoes and pretends to be normal.,This location is tuned for quests about find a place that feels like home. Use one hazard from fomo;rootlessness and one pressure NPC from everyone;no_one.,The Nomad's Curse: Find a place that feels like home.,1.0,true
location_the_cafe,The Cafe,,city,cafe,cafe;social;wifi,1,3,queue;guilt_tip,barista;digital_nomad,free_coffee;wifi_password,The Cafe is where tonight's problem puts on clean shoes and pretends to be normal.,This location is tuned for quests about find the legendary beans. Use one hazard from queue;guilt_tip and one pressure NPC from barista;digital_nomad.,The Perfect Flat White: Find the legendary beans.,1.0,true
location_phone,Phone,,digital,digital,online;algorithm;exposure,0,5,spam;visibility;scam,moderator;creator,admin_access;receipts,Phone is where tonight's problem puts on clean shoes and pretends to be normal.,This location is tuned for quests about stop grandma from sending gift cards to the irs. Use one hazard from spam;visibility;scam and one pressure NPC from moderator;creator.,The Scammer's Call: Stop grandma from sending gift cards to the IRS.,1.0,true
location_studio,Studio,,city,office,office;pressure;networking,1,4,deadline;interruptions,corporate_drone;founder,lanyard;charger,Studio is where tonight's problem puts on clean shoes and pretends to be normal.,This location is tuned for quests about be a guest on a podcast and sound smart. Use one hazard from deadline;interruptions and one pressure NPC from corporate_drone;founder.,The Podcast Guest: Be a guest on a podcast and sound smart.,1.0,true
location_the_bistro,The Bistro,,city,cafe,cafe;social;wifi,1,3,queue;guilt_tip,barista;digital_nomad,free_coffee;wifi_password,The Bistro is where tonight's problem puts on clean shoes and pretends to be normal.,This location is tuned for quests about convince a karen to leave a good review. Use one hazard from queue;guilt_tip and one pressure NPC from barista;digital_nomad.,The 5-Star Review: Convince a Karen to leave a good review.,1.0,true
location_the_boardroom,The Boardroom,,city,office,office;pressure;networking,1,4,deadline;interruptions,corporate_drone;founder,lanyard;charger,The Boardroom is where tonight's problem puts on clean shoes and pretends to be normal.,This location is tuned for quests about sell your company and retire. Use one hazard from deadline;interruptions and one pressure NPC from corporate_drone;founder.,The Exit Strategy: Sell your company and retire.,1.0,true
location_retail_counter,Retail Counter,Customer Service Desk;Checkout Line,city,retail,service;public;customer_conflict,0,1,service_queue;public_meltdown,staff;customer,expired_coupon;manager_card,A narrow strip of laminated authority where someone is always one sentence away from asking for the manager.,"If a scene goes loud here, nearby bystanders become a crowd clock. Each failed persuasion attempt raises public Heat by 1.","Ideal for returns, complaints, public meltdowns, and choosing whether to de-escalate or go viral.",1.0,true
location_border_crossing_office,Border Crossing Office,,city,transit,travel;bureaucracy;queue,0,2,queue;panic;delay,bureaucrat;traveler,lost_luggage;transit_card,Border Crossing Office looks like an opportunity until the room notices you and upgrades it into a problem.,"Use queue;panic;delay as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Border Crossing Office: favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_shibuya_coffee_stand_tokyo,Shibuya Coffee Stand (Tokyo),,tokyo,cafe,cafe;wifi;waiting,1,3,queue;guilt_tip,barista;digital_nomad,free_coffee;wifi_password,Shibuya Coffee Stand (Tokyo) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use queue;guilt_tip as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Shibuya Coffee Stand (Tokyo): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_shinjuku_station_tokyo,Shinjuku Station (Tokyo),,tokyo,transit,travel;bureaucracy;queue,0,2,queue;panic;delay,bureaucrat;traveler,lost_luggage;transit_card,Shinjuku Station (Tokyo) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use queue;panic;delay as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Shinjuku Station (Tokyo): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_takeshita_street_tokyo,Takeshita Street (Tokyo),,tokyo,urban,street;public;chaos,0,2,traffic;embarrassment,tourist;creator,viral_clip;street_food,Takeshita Street (Tokyo) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use traffic;embarrassment as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Takeshita Street (Tokyo): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_roppongi_hub_bar_tokyo,Roppongi Hub Bar (Tokyo),,tokyo,nightlife,nightlife;noise;status,0,2,noise;expensive_drinks,influencer;reply_guy,free_drink;blocked_number,Roppongi Hub Bar (Tokyo) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use noise;expensive_drinks as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Roppongi Hub Bar (Tokyo): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_akihabara_tokyo,Akihabara (Tokyo),,tokyo,nightlife,nightlife;noise;status,0,2,noise;expensive_drinks,influencer;reply_guy,free_drink;blocked_number,Akihabara (Tokyo) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use noise;expensive_drinks as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Akihabara (Tokyo): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_golden_gai_tokyo,Golden Gai (Tokyo),,tokyo,scene,scene;social;pressure,0,2,awkwardness;heat,locals;nomads,favor;receipt,Golden Gai (Tokyo) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use awkwardness;heat as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Golden Gai (Tokyo): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_khao_san_road_bangkok,Khao San Road (Bangkok),,bangkok,urban,street;public;chaos,0,2,traffic;embarrassment,tourist;creator,viral_clip;street_food,Khao San Road (Bangkok) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use traffic;embarrassment as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Khao San Road (Bangkok): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_yaowarat_bangkok,Yaowarat (Bangkok),,bangkok,scene,scene;social;pressure,0,2,awkwardness;heat,locals;nomads,favor;receipt,Yaowarat (Bangkok) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use awkwardness;heat as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Yaowarat (Bangkok): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_silom_bangkok,Silom (Bangkok),,bangkok,scene,scene;social;pressure,0,2,awkwardness;heat,locals;nomads,favor;receipt,Silom (Bangkok) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use awkwardness;heat as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Silom (Bangkok): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_lumphini_stadium_bangkok,Lumphini Stadium (Bangkok),,bangkok,arena,combat;training;spectacle,0,2,exhaustion;injury,trainer;spectator,bandages;respect,Lumphini Stadium (Bangkok) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use exhaustion;injury as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Lumphini Stadium (Bangkok): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_soi_cowboy_bangkok,Soi Cowboy (Bangkok),,bangkok,scene,scene;social;pressure,0,2,awkwardness;heat,locals;nomads,favor;receipt,Soi Cowboy (Bangkok) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use awkwardness;heat as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Soi Cowboy (Bangkok): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_wat_pho_bangkok,Wat Pho (Bangkok),,bangkok,retreat,wellness;quiet;self_work,1,2,withdrawal;oversharing,yoga_teacher;life_coach,inner_peace;tea,Wat Pho (Bangkok) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use withdrawal;oversharing as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Wat Pho (Bangkok): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_pudong_shanghai,Pudong (Shanghai),,shanghai,scene,scene;social;pressure,0,2,awkwardness;heat,locals;nomads,favor;receipt,Pudong (Shanghai) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use awkwardness;heat as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Pudong (Shanghai): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_french_concession_shanghai,French Concession (Shanghai),,shanghai,scene,scene;social;pressure,0,2,awkwardness;heat,locals;nomads,favor;receipt,French Concession (Shanghai) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use awkwardness;heat as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at French Concession (Shanghai): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_the_bund_shanghai,The Bund (Shanghai),,shanghai,scene,scene;social;pressure,0,2,awkwardness;heat,locals;nomads,favor;receipt,The Bund (Shanghai) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use awkwardness;heat as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at The Bund (Shanghai): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_jingan_wework_shanghai,Jing'an WeWork (Shanghai),,shanghai,coworking,office;judgment;remote_work,0,4,noise_judgment;panic_wifi,corporate_drone;digital_nomad,lost_charger;bad_coffee,Jing'an WeWork (Shanghai) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use noise_judgment;panic_wifi as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Jing'an WeWork (Shanghai): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_tianzifang_shanghai,Tianzifang (Shanghai),,shanghai,scene,scene;social;pressure,0,2,awkwardness;heat,locals;nomads,favor;receipt,Tianzifang (Shanghai) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use awkwardness;heat as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Tianzifang (Shanghai): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_old_city_shanghai,Old City (Shanghai),,shanghai,scene,scene;social;pressure,0,2,awkwardness;heat,locals;nomads,favor;receipt,Old City (Shanghai) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use awkwardness;heat as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Old City (Shanghai): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_hongdae_seoul,Hongdae (Seoul),,seoul,scene,scene;social;pressure,0,2,awkwardness;heat,locals;nomads,favor;receipt,Hongdae (Seoul) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use awkwardness;heat as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Hongdae (Seoul): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_myeongdong_seoul,Myeongdong (Seoul),,seoul,scene,scene;social;pressure,0,2,awkwardness;heat,locals;nomads,favor;receipt,Myeongdong (Seoul) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use awkwardness;heat as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Myeongdong (Seoul): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_gangnam_cafe_seoul,Gangnam Cafe (Seoul),,seoul,cafe,cafe;wifi;waiting,1,3,queue;guilt_tip,barista;digital_nomad,free_coffee;wifi_password,Gangnam Cafe (Seoul) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use queue;guilt_tip as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Gangnam Cafe (Seoul): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_sm_entertainment_area_seoul,SM Entertainment Area (Seoul),,seoul,studio,creator;performance;timing,0,2,ego;time_limit,creator;publicist,clip;brand_mention,SM Entertainment Area (Seoul) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use ego;time_limit as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at SM Entertainment Area (Seoul): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_hongdae_tents_seoul,Hongdae Tents (Seoul),,seoul,scene,scene;social;pressure,0,2,awkwardness;heat,locals;nomads,favor;receipt,Hongdae Tents (Seoul) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use awkwardness;heat as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Hongdae Tents (Seoul): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_gangnam_district_seoul,Gangnam District (Seoul),,seoul,urban,street;public;chaos,0,2,traffic;embarrassment,tourist;creator,viral_clip;street_food,Gangnam District (Seoul) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use traffic;embarrassment as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Gangnam District (Seoul): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_itaewon_seoul,Itaewon (Seoul),,seoul,scene,scene;social;pressure,0,2,awkwardness;heat,locals;nomads,favor;receipt,Itaewon (Seoul) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use awkwardness;heat as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Itaewon (Seoul): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_yongsan_seoul,Yongsan (Seoul),,seoul,scene,scene;social;pressure,0,2,awkwardness;heat,locals;nomads,favor;receipt,Yongsan (Seoul) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use awkwardness;heat as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Yongsan (Seoul): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_ekkamai_bangkok,Ekkamai (Bangkok),,bangkok,scene,scene;social;pressure,0,2,awkwardness;heat,locals;nomads,favor;receipt,Ekkamai (Bangkok) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use awkwardness;heat as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Ekkamai (Bangkok): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_nimman_chiang_mai_via_bangkok,Nimman (Chiang Mai via Bangkok),,bangkok,scene,scene;social;pressure,0,2,awkwardness;heat,locals;nomads,favor;receipt,Nimman (Chiang Mai via Bangkok) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use awkwardness;heat as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Nimman (Chiang Mai via Bangkok): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_thonglor_bangkok,Thonglor (Bangkok),,bangkok,scene,scene;social;pressure,0,2,awkwardness;heat,locals;nomads,favor;receipt,Thonglor (Bangkok) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use awkwardness;heat as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Thonglor (Bangkok): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_any_7_eleven_tokyo,Any 7-Eleven (Tokyo),,tokyo,scene,scene;social;pressure,0,2,awkwardness;heat,locals;nomads,favor;receipt,Any 7-Eleven (Tokyo) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use awkwardness;heat as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Any 7-Eleven (Tokyo): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_peninsula_hotel_all_cities,Peninsula Hotel (All Cities),,city,hospitality,travel;hospitality;awkwardness,1,2,awkwardness;fees,host;guest,refund;room_key,Peninsula Hotel (All Cities) looks like an opportunity until the room notices you and upgrades it into a problem.,"Use awkwardness;fees as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Peninsula Hotel (All Cities): favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_various_coworking_spaces,Various Coworking Spaces,,city,coworking,office;judgment;remote_work,0,4,noise_judgment;panic_wifi,corporate_drone;digital_nomad,lost_charger;bad_coffee,Various Coworking Spaces looks like an opportunity until the room notices you and upgrades it into a problem.,"Use noise_judgment;panic_wifi as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Various Coworking Spaces: favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
location_any_coworking_space,Any Coworking Space,,city,coworking,office;judgment;remote_work,0,4,noise_judgment;panic_wifi,corporate_drone;digital_nomad,lost_charger;bad_coffee,Any Coworking Space looks like an opportunity until the room notices you and upgrades it into a problem.,"Use noise_judgment;panic_wifi as rotating scene pressure. A strong social read or clever environmental play can turn the venue into cover, leverage, or escape.","Good for scenes involving whoever holds power at Any Coworking Space: favors, introductions, exits, and consequences that linger after the joke lands.",1.0,true
